commit_uid,variant,trial,label,label_int,confidence,rationale
flask#961db8ad7290f1bd91058b11a5de31e27bf28563,v1_satd_filtered,0,no,0.0,,
flask#8fa5e32d9a1fdf042632bd8fcd0b44dd8031b639,v1_satd_filtered,0,no,0.0,,
flask#b93ab41ed12c3dd0c37fb7a85f1aa93966b46d77,v1_satd_filtered,0,no,0.0,,
flask#8d97d7143079dd862564a1e119ad44817ba176d6,v1_satd_filtered,0,no,0.0,,
flask#df711eac90223db990eae05a60ee1f6b403443e1,v1_satd_filtered,0,no,0.0,,
flask#ba82bac3d80400b5520cac7d0a8915414325bcf6,v1_satd_filtered,0,no,0.0,,
flask#b1c0951ad690a83e49bfd005853a7b09cdb44cb0,v1_satd_filtered,0,no,0.0,,
flask#dd6b2574c9d40c4777da71d576f6e5eea1712404,v1_satd_filtered,0,no,0.0,,
flask#5da2c00419d09ce2d3488263036ffd14563fb05a,v1_satd_filtered,0,no,0.0,,
flask#7e8f1053bb07f4f73914b5784a87de6dcaea6bcb,v1_satd_filtered,0,no,0.0,,
flask#e77bc2d86c215ae0d86981630450988407728c5d,v1_satd_filtered,0,no,0.0,,
flask#d0cf5ef394264faf87729c06517c79b9a4b6f8dd,v1_satd_filtered,0,no,0.0,,
flask#af41dbe0c479769402c46c0b99b841e781a8fa87,v1_satd_filtered,0,no,0.0,,
flask#af4cb0ff2bb77c0c2f03227b17cc6ef67f28e63b,v1_satd_filtered,0,no,0.0,,
flask#03339501ab53794b363df9838978d15631821afe,v1_satd_filtered,0,no,0.0,,
flask#588cfa9c91c841f4bb3f5a9c91d1c1331f5b8ad3,v1_satd_filtered,0,no,0.0,,
flask#861aa0db1fdbc52602b8d502153a0a0b8490f124,v1_satd_filtered,0,no,0.0,,
flask#4ea4ea7f93c97043887a280f2cceaad06d615621,v1_satd_filtered,0,no,0.0,,
flask#b88a837674421f492f879c0a0122b0bb921d038e,v1_satd_filtered,0,no,0.0,,
flask#a00ccdce9429188d349cad5a2f5d6f21b2a84c39,v1_satd_filtered,0,no,0.0,,
flask#77d887526d9776b15acbb43f31d00148debf0db9,v1_satd_filtered,0,no,0.0,,
flask#f8a778deaeb9fd63d3aaa004fce27d07751a9d59,v1_satd_filtered,0,no,0.0,,
flask#71dae377330109455ed26d1eb912e243125e3007,v1_satd_filtered,0,no,0.0,,
flask#a4931ff3a74d9fcd8766bee69a01b62a75a5e131,v1_satd_filtered,0,no,0.0,,
flask#be42d5665e89c7fd57352c0e6b97355d6b3500f3,v1_satd_filtered,0,no,0.0,,
flask#4fca38c078142744922a8c763bc1468e680a830d,v1_satd_filtered,0,no,0.0,,
flask#56db3ddf4e77a9c2184bf9580a67bcb2dd8ca4d7,v1_satd_filtered,0,no,0.0,,
flask#192da325f8b171e7512bea13edd4ddd3330a6ca8,v1_satd_filtered,0,no,0.0,,
flask#3f67fe94f1e46908e53283a54f4bf74c524efd94,v1_satd_filtered,0,no,0.0,,
flask#c6795eb626096ce8a14c594b27b61f3917b5e810,v1_satd_filtered,0,no,0.0,,
flask#93c190a8fd81355dd4ac4f567821ff28ad021d5b,v1_satd_filtered,0,no,0.0,,
flask#61097c47a35ad8883c77fc49b93c1314f7819464,v1_satd_filtered,0,no,0.0,,
flask#4d4a639ba46cf72454497bc100b3e811e66af4b2,v1_satd_filtered,0,no,0.0,,
flask#709289037ae149444b18a59975cf9dc6e93cd05a,v1_satd_filtered,0,no,0.0,,
flask#fed6fd32d80458219c7d167d529c0a2681858587,v1_satd_filtered,0,no,0.0,,
flask#44c025f552075175fc8335f327c0e825e05527dc,v1_satd_filtered,0,no,0.0,,
flask#986b92203a53c735527e53cbe4f6f6f64aa9e9f8,v1_satd_filtered,0,no,0.0,,
flask#d425279650b392faf679db3245b8ac7f8c84cf54,v1_satd_filtered,0,no,0.0,,
flask#bd232e5c82cca0c4445b3fed1a460c0bb0a66082,v1_satd_filtered,0,no,0.0,,
flask#56a7e8361d978c9ae2981167f3b4d959f2cf21e2,v1_satd_filtered,0,no,0.0,,
flask#bbd9c2f10011be9f9e2b1857bc863d923459154f,v1_satd_filtered,0,no,0.0,,
flask#5e8d503098747e0297f17978c23f5fd64106124b,v1_satd_filtered,0,no,0.0,,
flask#f88765d504ce2fa9bc3926c76910b11510522892,v1_satd_filtered,0,no,0.0,,
flask#47d7f20d9b291778992920e0a4e3d9ac85b139c4,v1_satd_filtered,0,no,0.0,,
flask#e41bf1e18104bfc2e482aa9f066c3ee7793666b4,v1_satd_filtered,0,no,0.0,,
flask#4840fc0edc6609d51342d4c5e21b7843109e3c16,v1_satd_filtered,0,no,0.0,,
flask#3767e7ba4f333e5347a6e7b06e6261b8a579c3e5,v1_satd_filtered,0,no,0.0,,
flask#92854cb3861f33bff7949be94b5d70ed9262b26d,v1_satd_filtered,0,no,0.0,,
flask#d4f6734741929f7532c03b00e732bf7db42f7c01,v1_satd_filtered,0,no,0.0,,
flask#28e30322fa14418219910a364395aaa7dfbd364c,v1_satd_filtered,0,no,0.0,,
flask#8284217593d5ea3d4bdeaed1e146fa94578b7999,v1_satd_filtered,0,no,0.0,,
flask#3fa4fd0908fcd2300b568171a285726d19a976e1,v1_satd_filtered,0,no,0.0,,
flask#a8f570cc6225e22d0411cf20b0102a92f319e4e3,v1_satd_filtered,0,no,0.0,,
flask#02694d609f7ae43e023872a2f20b835590e10c0a,v1_satd_filtered,0,no,0.0,,
flask#ad011bc32d7b9160354efafcd43e20f7042a6a13,v1_satd_filtered,0,no,0.0,,
flask#17eee81da085e979029180895da2d1887182264d,v1_satd_filtered,0,no,0.0,,
flask#663802e9768d7862ae30aabf7b68f6e381fd59a3,v1_satd_filtered,0,no,0.0,,
flask#d4b9b9854c7afb32c4c2ee27c4d98def1c8e22ca,v1_satd_filtered,0,no,0.0,,
flask#d338dc8a1369d56cc998c9688ae9e818ba9a5df5,v1_satd_filtered,0,no,0.0,,
flask#1501b79293b9441509d1911ad3da5b0e1871b1dd,v1_satd_filtered,0,no,0.0,,
flask#5c7557917b86d3f2a88816fee00d3b84ee65cad6,v1_satd_filtered,0,no,0.0,,
flask#d9402fc0c03353b6d2659297682e578d695476ce,v1_satd_filtered,0,no,0.0,,
flask#98b155c65da62077dc5f277a3ec15d3af78333af,v1_satd_filtered,0,no,0.0,,
flask#d931216adebf441dc7431f1a073baed8b4a1b20a,v1_satd_filtered,0,no,0.0,,
flask#33534bb4a9937e6faba5ecec4586519f453369b6,v1_satd_filtered,0,no,0.0,,
flask#61263e08f9c763a6c2b3fec6428c972dea2f7cad,v1_satd_filtered,0,no,0.0,,
flask#d60e13436dbe144b603eed686adcdbfb0788ac9c,v1_satd_filtered,0,no,0.0,,
flask#a45fce84960e3b97fe3ecc2f11de1ba613b8c5c4,v1_satd_filtered,0,no,0.0,,
flask#eccee36964832577aad8d8a3108b7f39958ba8b0,v1_satd_filtered,0,no,0.0,,
flask#6a2524634dec3a7bc71a8b7076ab937d77253c6a,v1_satd_filtered,0,no,0.0,,
flask#fe6bcffdad73fc8f683dadf1a86229fdfd3a571c,v1_satd_filtered,0,no,0.0,,
flask#5fa76f6800fb81a621b63c42725c5502e2520302,v1_satd_filtered,0,no,0.0,,
flask#ddf0dfa8952852fb5365a794c4fe998a8ff6ba8f,v1_satd_filtered,0,no,0.0,,
flask#85b20f8d491ae02278e720c961024e837cc64b0e,v1_satd_filtered,0,no,0.0,,
flask#1158e229589f39a140829bbd02e2f721ea9b5d26,v1_satd_filtered,0,no,0.0,,
flask#9d64ff420fdde3c6eaa6d573d41da3b2f587422c,v1_satd_filtered,0,yes,1.0,,
flask#6d2c076a3bfafc39eed12a5bca41067c60184c77,v1_satd_filtered,0,no,0.0,,
flask#29f7c10a5dea499f64188e29a4e08161dbf14eff,v1_satd_filtered,0,no,0.0,,
flask#0b2556f3ec7b3d4be0b7dab9cea8458e07ab18d4,v1_satd_filtered,0,no,0.0,,
flask#8488a3afa97e12297bdb22586e17b4c0ddf54175,v1_satd_filtered,0,yes,1.0,,
flask#61d5e6a4d4058accec957901be4d1efe2f3f71fa,v1_satd_filtered,0,no,0.0,,
flask#c90c4e5e8c796e5dbfa32b30adf68c8582f6162a,v1_satd_filtered,0,yes,1.0,,
flask#4a9e34a57476c92a4147f9ecafc357a681f1a19a,v1_satd_filtered,0,yes,1.0,,
flask#96d81c297adddf034c8eef6b2c76cbd9181d6d22,v1_satd_filtered,0,no,0.0,,
flask#0cf5881312a2256607cebe36938405a6fe5a820e,v1_satd_filtered,0,no,0.0,,
flask#37217e85b80c389208cd3396c2cdc4b89bd46bcf,v1_satd_filtered,0,no,0.0,,
flask#b759aa2b955cccf7050ece74b84c32089443e47e,v1_satd_filtered,0,no,0.0,,
flask#1479cf80f635164b06767454fdd9e5d37853b307,v1_satd_filtered,0,no,0.0,,
flask#9cbe83ef0d03a07a491bd26ecbe508a348ed48a1,v1_satd_filtered,0,yes,1.0,,
flask#4cb311b9455375f6497e7ecb6c931e09b1917d60,v1_satd_filtered,0,yes,1.0,,
flask#77ed4661011483cfdb546eb49e89cc8d5cc67be9,v1_satd_filtered,0,no,0.0,,
flask#cd6ec4094730156f27c69b327916e19f6c1c4b2f,v1_satd_filtered,0,no,0.0,,
flask#5f64971731cfb0b8fbac5783e6ac4615aae2c16d,v1_satd_filtered,0,no,0.0,,
flask#6fa1889afb62fb01e8413584aa7abc293245fcfc,v1_satd_filtered,0,no,0.0,,
flask#f6c45afb6ffa9fc1bd3d3637f7d38e423798dce9,v1_satd_filtered,0,no,0.0,,
flask#5d3e7b737c834595735cbeb81077739dd950f396,v1_satd_filtered,0,no,0.0,,
flask#82b7983b2a0262645dd4dcb72c441b7affa816be,v1_satd_filtered,0,no,0.0,,
flask#19df249c8907d79d58b8c9dc5fa5cea6e40ad2e7,v1_satd_filtered,0,no,0.0,,
flask#39e66ca6d782630c67eae4e7e70e60799386ec8b,v1_satd_filtered,0,no,0.0,,
flask#294961e6fce2c34784f304ca587850d62569b64e,v1_satd_filtered,0,no,0.0,,
flask#d6a1307f9debe7f878961866d42c380ade6b04da,v1_satd_filtered,0,no,0.0,,
flask#290c371eb1d0a140203cffce6f270b3cca6783dc,v1_satd_filtered,0,no,0.0,,
flask#1cd9e91810fcfc3b3ca4e8c157593af28de427d6,v1_satd_filtered,0,no,0.0,,
flask#44da905cb7e0d81267d75ccfcb7ffa2669f02aeb,v1_satd_filtered,0,no,0.0,,
flask#7b080355f561333e4eea01f656f0e4b32dcc688c,v1_satd_filtered,0,no,0.0,,
flask#94a3968d69c30c54ea60939a5a84c5bac33601bb,v1_satd_filtered,0,no,0.0,,
flask#1aa8a54b175ef10a72d3c3d3f4ed112ddc6e2ea6,v1_satd_filtered,0,no,0.0,,
flask#ec0d208bc14c49c611ae05d391b1edb35af854c7,v1_satd_filtered,0,no,0.0,,
flask#78cd4161f0a264df89046b6324446b27011b0930,v1_satd_filtered,0,no,0.0,,
flask#1577e1386e737eca69dbb6cfe6b8bf979f7b2944,v1_satd_filtered,0,no,0.0,,
flask#20f62e828b2ed100f7aa907b60880c8938593740,v1_satd_filtered,0,no,0.0,,
flask#08ac3aa4e3739e20d385c4c2973893945f228470,v1_satd_filtered,0,no,0.0,,
flask#eae48d97b085626c1860a900a27ff63c439e0edb,v1_satd_filtered,0,yes,1.0,,
flask#7126a22334c881101b5c5f8bdc00d008cb7229aa,v1_satd_filtered,0,no,0.0,,
flask#a6c6cc18f5eab148cb15a65fe6543fb5f1272765,v1_satd_filtered,0,no,0.0,,
flask#aa4700c276999a002bd6ddf8c7d35993429ec2d7,v1_satd_filtered,0,no,0.0,,
flask#0e44cca8e32f17e78f73a127ebe8d8c627c3fe13,v1_satd_filtered,0,no,0.0,,
flask#fd8e6b26f9ff59bc8bccd6bd251bee5838551ba8,v1_satd_filtered,0,no,0.0,,
flask#8c054f04b87dc7d713495d91fdb4d52bdef0e643,v1_satd_filtered,0,no,0.0,,
flask#b31252db55cfac4605ad917d34eaa55fff248a38,v1_satd_filtered,0,no,0.0,,
flask#7d506f2408520ecb21025f93d9ece00431004501,v1_satd_filtered,0,no,0.0,,
flask#0bac2ade9154b4c1a267990238e2ab84931a0cb4,v1_satd_filtered,0,no,0.0,,
flask#1b7fad37167095f4c1981ed7987254ff5c6de6c0,v1_satd_filtered,0,no,0.0,,
flask#2de525c720bea58c088decedd89bab5914e39a7e,v1_satd_filtered,0,no,0.0,,
flask#be45a608e38a16766eb568a05b39becee2cd572b,v1_satd_filtered,0,no,0.0,,
flask#0d19fa0a061d91f0a6fec5cc60af4a4c1b46aa9b,v1_satd_filtered,0,no,0.0,,
flask#348bf52188b9f7bef1096d8fe70edf2e62ea04a8,v1_satd_filtered,0,no,0.0,,
flask#2446ca63a8d840a35ea4eac02672b24a6fcf406f,v1_satd_filtered,0,no,0.0,,
flask#d40288496c18d86d16f8aad144e8cf57c46dd3bf,v1_satd_filtered,0,no,0.0,,
flask#d13a1b363e1065de98f44fe0446b570ce078007e,v1_satd_filtered,0,no,0.0,,
flask#805692108ae973281d793250ca883cc1412ab08d,v1_satd_filtered,0,no,0.0,,
flask#bc4c1777e9aaee1c404ab06dc92893da21f2cea7,v1_satd_filtered,0,no,0.0,,
flask#c65b32ba1d71c95d165f173f8681bfc0f6e1eca2,v1_satd_filtered,0,no,0.0,,
flask#554c5b965a8b9d702897e5da926312cac22fa86e,v1_satd_filtered,0,no,0.0,,
flask#d53d5c732bf794b965d15458f8e578fe51864a26,v1_satd_filtered,0,no,0.0,,
flask#1fbeb337c467a2be0f999606373fd1ba0e200908,v1_satd_filtered,0,no,0.0,,
flask#967907ee81cbc671cd8982bdc02a9d3335fdde11,v1_satd_filtered,0,no,0.0,,
flask#e57199e0c4e18da2a87b15ed6d6e35668ae1b763,v1_satd_filtered,0,no,0.0,,
flask#eae37b575d2106ae80edea823d50c0e4ebfebec3,v1_satd_filtered,0,no,0.0,,
flask#883f82f2617f893d024b3fcee8fd9bbe0b0d9341,v1_satd_filtered,0,no,0.0,,
flask#5e12748d0efb5fc3d1f6a68d7bf05fd8980a2fd4,v1_satd_filtered,0,no,0.0,,
flask#bbaf20de7c34d533f9b83f20b536342a8c735fb1,v1_satd_filtered,0,no,0.0,,
flask#6af9690ae9800f5a6074c70498cba4b26335ec72,v1_satd_filtered,0,no,0.0,,
flask#99c99c4c16b1327288fd76c44bc8635a1de452bc,v1_satd_filtered,0,no,0.0,,
flask#011b129b6bc615c7a24de626dd63b6a311fa6ce6,v1_satd_filtered,0,no,0.0,,
flask#8ba986e45e5b8f73f3f18da9d145b06722e5ceca,v1_satd_filtered,0,no,0.0,,
flask#93fe1d54bd44b190aa0f58990bc397bf22324452,v1_satd_filtered,0,no,0.0,,
flask#5da31f8af36012a4f76c3bd0d536ae107e0519b5,v1_satd_filtered,0,no,0.0,,
flask#128bc76af0f6c16ba71b41851be800ccdf354752,v1_satd_filtered,0,yes,1.0,,
flask#c8f19f0afc8d49a68ec969097e6127d17706b6dc,v1_satd_filtered,0,no,0.0,,
flask#b3767ae59f8d916333ebc2cc04d962fa33f76580,v1_satd_filtered,0,no,0.0,,
flask#5505827a4bd759a24696258983ec14c768358af8,v1_satd_filtered,0,no,0.0,,
flask#1ac4156016a578fdf439ac69bc39b9c6687ea9f9,v1_satd_filtered,0,no,0.0,,
flask#d526932a09557be4aff6d27261cabb7c5c5ebb8d,v1_satd_filtered,0,no,0.0,,
flask#7f678aaf5a066ff71289743a64e5cd685b660428,v1_satd_filtered,0,no,0.0,,
flask#1d49343bb19933f5f8057a548cb69657d8cbd699,v1_satd_filtered,0,no,0.0,,
flask#daa3f272da477470d23481d409d54f989136ac32,v1_satd_filtered,0,no,0.0,,
flask#96f7b07caf15a23a67e9e9dfd086d38e400b2db5,v1_satd_filtered,0,no,0.0,,
flask#b55bc0baa291fb3ac2f62f5852c2469f1dda9bdc,v1_satd_filtered,0,no,0.0,,
flask#7368a164c7506046a4a0b0ce2113c2aaa7800087,v1_satd_filtered,0,no,0.0,,
flask#952a6c8989137bb0c44adaf37df0227b8e426a75,v1_satd_filtered,0,no,0.0,,
flask#826d7475cdab43b85d79f99e8eae5dabb01baf7b,v1_satd_filtered,0,no,0.0,,
flask#edb65cc0f056bdfb201531066976e1cb8a90ad1f,v1_satd_filtered,0,no,0.0,,
flask#daceb3e3a028b4b408c4bbdbdef0047f1de3a7c9,v1_satd_filtered,0,no,0.0,,
flask#0edf0a0e3a8b0f3e8309822044631fe7864d3066,v1_satd_filtered,0,no,0.0,,
flask#992d9be96ef0f0d746bd4a77b9081bff3b44524b,v1_satd_filtered,0,no,0.0,,
flask#a4df0fbb397e13bd7c6475dbde5f44727474c3c7,v1_satd_filtered,0,no,0.0,,
flask#6d0bbd627c8ff7b6339c894342d00eae11deb7ec,v1_satd_filtered,0,no,0.0,,
flask#07fdd1930b947b2cc074706ecdfea908ffdb05b9,v1_satd_filtered,0,no,0.0,,
flask#4dc2ef19eaa4ced5cb2f4a2a1673e65459c355d2,v1_satd_filtered,0,no,0.0,,
flask#ce06240851d18ab725d348bce1793aad67349131,v1_satd_filtered,0,no,0.0,,
flask#cc536c8a7b6f61fedb2d0cb1abdd643d8e987afe,v1_satd_filtered,0,no,0.0,,
flask#d3d8a4694a9c1601e213d6b5f27fab34615609b7,v1_satd_filtered,0,no,0.0,,
flask#9f1be8e795ace494018689c87d8a5e5601313e4d,v1_satd_filtered,0,no,0.0,,
flask#567fff9d0d20650743abd8fe17d3dc9d98fa19dc,v1_satd_filtered,0,no,0.0,,
flask#6e91498e64f3081c9d37f8f6e5fd3e3086de9741,v1_satd_filtered,0,no,0.0,,
flask#1a877fbaa027456cb7eba04f35d7f0a11c075f71,v1_satd_filtered,0,no,0.0,,
flask#740c42217cb349ab4f03ecba37973ec0c9bed421,v1_satd_filtered,0,no,0.0,,
flask#2bf477cfeafd87c69b88e1ec58b5eb67abf756e2,v1_satd_filtered,0,no,0.0,,
flask#317d60307d7310f0987951164c2c70098b8b5749,v1_satd_filtered,0,no,0.0,,
flask#de25e98f917ae441d186e8a722a0f40a6c7458f2,v1_satd_filtered,0,no,0.0,,
flask#9f4c569c83f3f00f43a8ea975821c405ab0057f0,v1_satd_filtered,0,no,0.0,,
flask#88500f5cc709e2e931e6547ed9b58033a50215a8,v1_satd_filtered,0,no,0.0,,
flask#c810fae9e835ad446e7e9d61c12bbf2f6b597109,v1_satd_filtered,0,no,0.0,,
flask#883cb7cedcc23efbb7e73f8884df8f406e452541,v1_satd_filtered,0,no,0.0,,
flask#6aee9f6d77e0696bd570d6095445d73c48539f8a,v1_satd_filtered,0,no,0.0,,
flask#96ec24f6e0ff77a24d0151afe20ec7c97118019f,v1_satd_filtered,0,no,0.0,,
flask#bdbca923ef26424f605b4c744131512a5edb0f1e,v1_satd_filtered,0,no,0.0,,
flask#c5900a1adf8e868eca745225f3cf32218cdbbb23,v1_satd_filtered,0,no,0.0,,
flask#92f63a1c1d483c1a1636efb20cadb1c2932b33ff,v1_satd_filtered,0,no,0.0,,
flask#523e27118359425048541d92892f20ee048c0b76,v1_satd_filtered,0,no,0.0,,
flask#a7d829c61854bc609a343eec114d2a129761fe9f,v1_satd_filtered,0,no,0.0,,
flask#9594876c1f6377a3f8b911d31e8c941295baa281,v1_satd_filtered,0,no,0.0,,
flask#8482ce6b8ca9f1110b86bff4c3f998655fdecf8a,v1_satd_filtered,0,no,0.0,,
flask#1eccb62965967264acfd1a504fcc3fca0646a8be,v1_satd_filtered,0,no,0.0,,
flask#13e6a01ac86f9b8c0cad692d5e5e8d600674fb6d,v1_satd_filtered,0,no,0.0,,
flask#b23cd61e04b01e83defcdb9dafe8b6bcafdffc40,v1_satd_filtered,0,no,0.0,,
flask#70de011d5102bea6b97010643cf36698f94f97fb,v1_satd_filtered,0,no,0.0,,
flask#ba07f5bd81f66a40333cc619d0a8a7b3c17ec49f,v1_satd_filtered,0,no,0.0,,
flask#a72583652329da810fc2a04e8541a0e2efd47ee1,v1_satd_filtered,0,no,0.0,,
flask#e4c712ffd2682f963906e1d0d27e67b7f83d95ce,v1_satd_filtered,0,no,0.0,,
flask#6bee3e4995066466a35ac080844d4962a728d084,v1_satd_filtered,0,no,0.0,,
flask#6b28ceba83c3b76eea2e5a89327318af67404298,v1_satd_filtered,0,no,0.0,,
flask#390cd5e4eec8340d74e8b72b2d51a5a3eeef3842,v1_satd_filtered,0,no,0.0,,
flask#7e8d7d43c8852f1567a93838ae7983bf519ddcb1,v1_satd_filtered,0,no,0.0,,
flask#024fbe5a6076d0f3f793cd4a66d0b50decdb2a1a,v1_satd_filtered,0,no,0.0,,
flask#d88c08e56f7398206596129036b8f101be11cba0,v1_satd_filtered,0,no,0.0,,
flask#047efac537abad9e3880f545d8b767f6e6be3786,v1_satd_filtered,0,no,0.0,,
flask#d393597c507ea62df534ba2ffb8a4e77cf3f1548,v1_satd_filtered,0,no,0.0,,
flask#293eb583f62e930c84dc1612fadf60185c0a9174,v1_satd_filtered,0,no,0.0,,
flask#6c359e0f532d18a71895f035dd1326ca5d2d67f8,v1_satd_filtered,0,no,0.0,,
flask#8458cc5cd10bac1dabea3dae86424bce46926a49,v1_satd_filtered,0,no,0.0,,
flask#fe5f714026b68b1416c3d3985bce5063901c320f,v1_satd_filtered,0,no,0.0,,
flask#41e08f4ccd0f41896200cbf5c5f5d6f3df3df713,v1_satd_filtered,0,no,0.0,,
flask#e048aa4e19d689104733783a19560a6a485a473c,v1_satd_filtered,0,no,0.0,,
flask#954b7ef7bbc261ac455feb122b56e897653de826,v1_satd_filtered,0,no,0.0,,
flask#03ea11fe76a593c146c347f49d8285efb36bb886,v1_satd_filtered,0,no,0.0,,
flask#06a170ea9b73ffe4f2e64453c70ed6b44619ecc8,v1_satd_filtered,0,no,0.0,,
flask#64a37bb9b758630c0f2c649d82e10e849c095d48,v1_satd_filtered,0,no,0.0,,
flask#af515cc7ea561292b07195c6a93662b7ca189e21,v1_satd_filtered,0,no,0.0,,
flask#7c271401b284e6fcc2040fffe317342e2a17a902,v1_satd_filtered,0,no,0.0,,
flask#5eaed3711685f263d4a34af25b5976f04e6885f2,v1_satd_filtered,0,no,0.0,,
flask#d1d82ca8ce7262ad9d27245ce44f86571287810e,v1_satd_filtered,0,no,0.0,,
flask#724f04d30597a6d0144958e86f20e816b0d9b1f1,v1_satd_filtered,0,no,0.0,,
flask#501b8590dd8b262c93d52c92ab4b743af1f5d317,v1_satd_filtered,0,no,0.0,,
flask#4305ebdf6692956a7e21a7195b90505d92f559d8,v1_satd_filtered,0,no,0.0,,
flask#6e46d0cd3969f6c13ff61c95c81a975192232fed,v1_satd_filtered,0,no,0.0,,
flask#0514ba2de1751de1b0c9a223c96f6a7145714e6a,v1_satd_filtered,0,no,0.0,,
flask#5c12721730d18e2eddfe083cf1f6398af8915643,v1_satd_filtered,0,no,0.0,,
flask#24289e97af233f11d9c145f80604b2ee416254a1,v1_satd_filtered,0,no,0.0,,
flask#1a67e284d043818743ae9ef5a46b6b64a9db56f7,v1_satd_filtered,0,no,0.0,,
flask#b8aca21a392c367522eedb93f248f68005c84908,v1_satd_filtered,0,no,0.0,,
flask#0e4607000d1e4a33a06c98578ec06226a43cdc56,v1_satd_filtered,0,no,0.0,,
flask#16471795117bb2d200888e49af5b621377bc1436,v1_satd_filtered,0,no,0.0,,
flask#b8e826c16bbbada9128b70357c218ef79425499d,v1_satd_filtered,0,no,0.0,,
flask#1b764cff93696a75c6248b6f956426cbefa097bc,v1_satd_filtered,0,no,0.0,,
flask#1928f28a6863a8bac27705950ce1327d661f4d2d,v1_satd_filtered,0,no,0.0,,
flask#67e391921c50f02190be8407d4a02efe8d2d28f6,v1_satd_filtered,0,no,0.0,,
flask#516ce59f95a3b5d2fffbcde8abfdf1951e748361,v1_satd_filtered,0,no,0.0,,
flask#f19d3bd67e0d8213013cf06f47d951c8735515c8,v1_satd_filtered,0,no,0.0,,
flask#17d4cb3828b9520be6c4e64e6b7548a561aa6e7a,v1_satd_filtered,0,no,0.0,,
flask#1e5746bb2b0ca82d2bd77edf1f153fdcca70503f,v1_satd_filtered,0,no,0.0,,
flask#0f1cf50f97a617114078be3dbae3152339ff13ad,v1_satd_filtered,0,no,0.0,,
flask#c4139e0e5de5ffa8f103956bdcc1ca7cf9e500fd,v1_satd_filtered,0,no,0.0,,
flask#6c5ef2bc5c7c304c8d4a2ddbb8666167ae73d4c4,v1_satd_filtered,0,no,0.0,,
flask#b099999c6cb5c3563dc4fbe45f3101116aab0d3f,v1_satd_filtered,0,no,0.0,,
flask#ca547f0ec375a8a3e8c623cfa6b747d68e75a239,v1_satd_filtered,0,no,0.0,,
flask#c9ef500c5c2bbc7cfcb51e8b599e00248d290fd4,v1_satd_filtered,0,no,0.0,,
flask#23de58682c730a67820e77605386a16303d57447,v1_satd_filtered,0,no,0.0,,
flask#f0f458e0c5c4610cc210ef80a89b2b0870baa1b6,v1_satd_filtered,0,no,0.0,,
flask#f0d3b71a94994d52d64d315bc8ef7371db14d76f,v1_satd_filtered,0,no,0.0,,
flask#1df2788a8f29a1238cbdebd7fa59b0d6218995b5,v1_satd_filtered,0,no,0.0,,
flask#5ebdd5dd7455ca4a4c8ba1aff727f40e77a11c08,v1_satd_filtered,0,no,0.0,,
flask#866118302ef910f2b216e23783c9013d282e7807,v1_satd_filtered,0,no,0.0,,
flask#62b0b6652aab03fcf7c411de4d2cbd242ed05ec9,v1_satd_filtered,0,no,0.0,,
flask#5c4fa7e91cca82f769c11b098114aa6d3322599b,v1_satd_filtered,0,no,0.0,,
flask#136a833a8d65f2b89c277d9b909fef5f8a4628de,v1_satd_filtered,0,no,0.0,,
flask#9121e109bdcd8b2a50bf53cac73b470232d126df,v1_satd_filtered,0,no,0.0,,
flask#f16e477b2a7329d249b5793a0dc4986503a48371,v1_satd_filtered,0,no,0.0,,
flask#f193f590bc33bde70fad200782350beac3506585,v1_satd_filtered,0,no,0.0,,
flask#5f009374fd28aba381f375391b70ac131926bd9d,v1_satd_filtered,0,no,0.0,,
flask#e00e2c22aadf9e5b9dc353c31f1b70dad488b47a,v1_satd_filtered,0,no,0.0,,
flask#71e10be28665eee6a919045f9e5d8773508dc756,v1_satd_filtered,0,no,0.0,,
flask#098ea0c8ca3b2f3c6715b1048bec6a42db6298e1,v1_satd_filtered,0,no,0.0,,
flask#6e6c3a4636387892e3725f1ba13457966c188b87,v1_satd_filtered,0,no,0.0,,
flask#b42e43e3b622af1b8c04a8298e26817343f5e4a1,v1_satd_filtered,0,no,0.0,,
flask#92ce20eeacf5de24803abaf70a3658806fa4d74f,v1_satd_filtered,0,no,0.0,,
flask#ccd02bfe8c90ee8dbf30cc2be61a7d483ff24cab,v1_satd_filtered,0,no,0.0,,
flask#c4ec6954e57b1ab3cb5a0d178e6030f8bab6c149,v1_satd_filtered,0,no,0.0,,
flask#9cd32cac32433d7ea03cbd64de6ab5c8ea64a981,v1_satd_filtered,0,no,0.0,,
flask#c687ffb1921ce755eb32e105c4f689c0cb4afd81,v1_satd_filtered,0,no,0.0,,
flask#a30951ec28e23a5d1c9380c4bd5844f2290c1dc8,v1_satd_filtered,0,no,0.0,,
flask#1f0ca894a27f12131079c27eccdcc3fc9283eadd,v1_satd_filtered,0,no,0.0,,
flask#2b4761599873e08a21d835427269a84def0d4ea6,v1_satd_filtered,0,no,0.0,,
flask#09fec941f4a1a69d6e1ad793a6a9c0e3df17d8d1,v1_satd_filtered,0,no,0.0,,
flask#dbeed240674ed7a7160ae82a603eaa930dd1fd00,v1_satd_filtered,0,no,0.0,,
flask#01081dbe6cdfa3fc43d8e1fff708d4ed95e1be7e,v1_satd_filtered,0,no,0.0,,
flask#f3d661de6676125bc765e286c5dd89e3e10ad82d,v1_satd_filtered,0,no,0.0,,
